feature,feature_type,missing_fraction,n_unique,most_frequent_fraction,is_constant,is_near_constant,is_likely_identifier,signed_auc,prediction_power,train_signed_auc,heldout_signed_auc,abs_auc_delta,stable,importance,permutation_importance,prediction_power_rank_score,importance_rank_score,permutation_importance_rank_score,composite_score
V145,numeric,0.8614036870209187,258,0.8614036870209187,False,False,False,0.12129600614262914,0.12129600614262914,0.12129600614262914,0.14254567386060213,0.021249667717972986,True,0.43814932462062495,0.0,0.1753503899194375,0.06704800031629922,0.0,0.09918702541675564
V245,numeric,0.7608426186202458,50,0.7608426186202458,False,False,False,0.14012840044603747,0.14012840044603747,0.14012840044603747,0.13502987695843371,0.005098523487603757,True,0.12228336103659301,0.0,0.2025752573263345,0.018712467117366124,0.0,0.0969434507647881
V316,numeric,2.2578205258464003e-05,8113,0.9256341653401972,False,False,False,0.132460783838523,0.132460783838523,0.132460783838523,0.13543146495681335,0.0029706811182903525,True,0.20891643691267464,0.0,0.19149064205631952,0.03196953308174002,0.0,0.09691452333620923
V132,numeric,0.0005170409004188257,5433,0.9421207708199275,False,False,False,0.14188019272113794,0.14188019272113794,0.14188019272113794,0.15014539797497628,0.008265205253838337,True,0.08802952221750766,0.0,0.2051077187672786,0.013470757802933036,0.0,0.09577345788822618
V54,numeric,0.13023560357187208,7,0.5000011289102629,False,False,False,-0.1388124296761376,0.1388124296761376,-0.1388124296761376,-0.13137878878102072,0.007433640895116889,True,0.10714546704366773,0.0,0.20067283699970656,0.016395983982068416,0.0,0.09492632490932436
V234,numeric,0.7608426186202458,121,0.7608426186202458,False,False,False,0.14731013446134678,0.14731013446134678,0.14731013446134678,0.16637606656094683,0.019065932099600058,True,0.03534744718343844,0.0,0.21295746115917438,0.0054090592333734915,0.0,0.09486413843836917
V239,numeric,0.7608426186202458,23,0.7608426186202458,False,False,False,0.13870042941641647,0.13870042941641647,0.13870042941641647,0.1485606344502508,0.009860205033834335,True,0.0903080291323984,0.0,0.20051092491506559,0.013819427363208087,0.0,0.0935876850338272
id_38,boolean,0.7615922150348269,2,0.7615922150348269,False,False,False,-0.1296956265516559,0.1296956265516559,-0.1296956265516559,-0.13171859730827162,0.0020229707566157273,True,0.16429656036767606,0.0,0.18749321935576851,0.025141556114543592,0.0,0.09286804773669373
V152,numeric,0.8614036870209187,35,0.8614036870209187,False,False,False,0.12469056167877857,0.12469056167877857,0.12469056167877857,0.14432558025021214,0.01963501857143357,True,0.2575049617391401,0.0,0.18025769606904857,0.039404814262999695,0.0,0.09196239543740672
V292,numeric,2.2578205258464003e-05,148,0.8843657217687766,False,False,False,0.1307857858052841,0.1307857858052841,0.1307857858052841,0.12864144988092563,0.002144335924358476,True,0.12815694167414873,0.0,0.18906919746318623,0.019611274474391337,0.0,0.091623434535817
V62,numeric,0.13023560357187208,11,0.6749889931249365,False,False,False,0.1335256579941244,0.1335256579941244,0.1335256579941244,0.13986956789846872,0.006343909904344303,True,0.09949739740033568,0.0,0.19303006700803865,0.01522563463528075,0.0,0.091240915790314
V247,numeric,0.7793838407784965,17,0.7793838407784965,False,False,False,0.12913349799184148,0.12913349799184148,0.12913349799184148,0.13432362505467155,0.005190127062830063,True,0.12182386399234095,0.0,0.18668058367811557,0.01864215237251281,0.0,0.08975249692610698
V276,numeric,0.7793838407784965,1894,0.7793838407784965,False,False,False,0.12708051192903902,0.12708051192903902,0.12708051192903902,0.13566241942761126,0.008581907498572239,True,0.15452882596575598,0.0,0.18371270437145254,0.02364684410092467,0.0,0.08965982627769144
V143,numeric,0.8614036870209187,738,0.8614036870209187,False,False,False,0.05886776324368914,0.05886776324368914,0.05886776324368914,0.0712129122374412,0.012345148993752053,True,0.9841122484627198,0.0,0.08510160859153146,0.1505942258460265,0.0,0.08915193056323562
V235,numeric,0.7793838407784965,22,0.7793838407784965,False,False,False,0.1284388104717642,0.1284388104717642,0.1284388104717642,0.1369869580213139,0.00854814754954969,True,0.11474118275992543,0.0,0.18567631543061466,0.017558321845277784,0.0,0.08841753245719138
V83,numeric,0.15075016086971246,8,0.6714442148993577,False,False,False,0.1246974146483728,0.1246974146483728,0.1246974146483728,0.14283264625643288,0.018135231608060076,True,0.18414895691367053,0.0,0.18026760299779807,0.028179478154130546,0.0,0.0882629539617458
V47,numeric,0.28594393831634324,9,0.6886104243573679,False,False,False,0.13158593522382733,0.13158593522382733,0.13158593522382733,0.1309875914472256,0.0005983437766017285,True,0.05025061424299766,0.0,0.19022592567705984,0.007689623172593017,0.0,0.08820328309859424
D11,numeric,0.4720944672108014,673,0.4720944672108014,False,False,False,-0.13513721062540374,0.13513721062540374,-0.13513721062540374,-0.1505087222458722,0.015371511620468459,True,0.04450601026538407,0.0,0.19535979237375464,0.00681055252780417,0.0,0.08798987320985079
id_23,categorical,0.991284812770233,3,0.991284812770233,False,False,False,0.012927441827310426,0.012927441827310426,0.012927441827310426,0.0105068030815334,0.002420638745777026,True,1.4843145276830523,0.0,0.018688430371023215,0.22713790785310756,0.0,0.08754496560368152
V180,numeric,0.7635474876102099,78,0.7635474876102099,False,False,False,0.11330979097904548,0.11330979097904548,0.11330979097904548,0.11736833189765306,0.004058540918607578,True,0.26154905887013696,0.0,0.163805195749827,0.04002366407168763,0.0,0.08711183937472168
V322,numeric,0.8607376299657941,747,0.8607376299657941,False,False,False,0.11552540621968155,0.11552540621968155,0.11552540621968155,0.1256450166087124,0.010119610389030864,True,0.22950634884625057,0.0,0.16700817834350073,0.03512031375002086,0.0,0.085927848508728
V56,numeric,0.13023560357187208,41,0.8005396191056773,False,False,False,0.12862430280812598,0.12862430280812598,0.12862430280812598,0.11594473493122548,0.0126795678769005,True,0.06567699508397955,0.0,0.1859444706200762,0.010050252139443688,0.0,0.08529066484630451
M3,boolean,0.4582314491821045,2,0.4582314491821045,False,False,False,-0.10926593116714944,0.10926593116714944,-0.10926593116714944,-0.12565946137141593,0.016393530204266482,True,0.3102630259277323,0.0,0.1579592291978722,0.047478141107602005,0.0,0.08523997299606322
V195,numeric,0.7635474876102099,16,0.7635474876102099,False,False,False,0.12551843512313066,0.12551843512313066,0.12551843512313066,0.13152046382894889,0.00600202870581823,True,0.06303866433930057,0.0,0.18145450325081502,0.009646520373436964,0.0,0.08413050428769697
V254,numeric,0.7793838407784965,43,0.7793838407784965,False,False,False,0.12179442770013349,0.12179442770013349,0.12179442770013349,0.1343263353798947,0.0125319076797612,True,0.126215162864107,0.0,0.17607092818967426,0.019314132886001145,0.0,0.08411207804348964
id_08,numeric,0.9913073909754914,94,0.9913073909754914,False,False,False,-0.1456939654575421,0.1456939654575421,-0.1456939654575421,-0.05703971729536883,0.08865424816217327,True,0.020901684115668707,0.0,0.2106210621794782,0.0031984897486991887,0.0,0.08260081216848392
V215,numeric,0.7638590668427767,2326,0.7638590668427767,False,False,False,0.11193016448311166,0.11193016448311166,0.11193016448311166,0.11793637057478779,0.006006206091676125,True,0.19401931808206183,0.0,0.16181075214283208,0.02968989467551467,0.0,0.08230537068695316
V164,numeric,0.8614036870209187,1647,0.8614036870209187,False,False,False,0.06601767025061278,0.06601767025061278,0.06601767025061278,0.07867453197188468,0.012656861721271895,True,0.7616931129128102,0.0,0.09543780201967728,0.11655843614439072,0.0,0.08184393430120074
V238,numeric,0.7608426186202458,22,0.7608426186202458,False,False,False,0.11960972730486863,0.11960972730486863,0.11960972730486863,0.1283642571313861,0.008754529826517476,True,0.0734653483864552,0.0,0.17291263734111675,0.011242068457179618,0.0,0.08043223128953779
V193,numeric,0.7638590668427767,37,0.7638590668427767,False,False,False,0.1180999931331621,0.1180999931331621,0.1180999931331621,0.12551871096239808,0.007418717829235977,True,0.07966544016048853,0.0,0.17073010483982282,0.012190840329842918,0.0,0.07998253361897989
V291,numeric,2.2578205258464003e-05,184,0.7837143405470699,False,False,False,0.11482749020281124,0.11482749020281124,0.11482749020281124,0.11297877267043943,0.001848717532371813,True,0.08628238722917844,0.0,0.16599924285105488,0.013203401674171356,0.0,0.0790435422390789
V183,numeric,0.7638590668427767,41,0.7638590668427767,False,False,False,0.10731195011091721,0.10731195011091721,0.10731195011091721,0.1149240880156519,0.007612137904734695,True,0.18251746432907986,0.0,0.1551344755146996,0.0279298182569656,0.0,0.07844412968584258
V184,numeric,0.7635474876102099,17,0.7635474876102099,False,False,False,0.11948012399627195,0.11948012399627195,0.11948012399627195,0.12442615442278537,0.004946030426513426,True,0.011250631150483824,0.0,0.17272527758031347,0.0017216329651753997,0.0,0.07758704188497544
V307,numeric,2.2578205258464003e-05,31169,0.5356814666802135,False,False,False,0.08360292306770045,0.08360292306770045,0.08360292306770045,0.08442780132270222,0.0008248782550017708,True,0.41449354414605827,0.0,0.12085975148339086,0.06342806371565658,0.0,0.07646297872975542
V194,numeric,0.7635474876102099,8,0.7635474876102099,False,False,False,0.11380086965511338,0.11380086965511338,0.11380086965511338,0.11741807435474794,0.0036172046996345575,True,0.05081200083176825,0.0,0.16451511885503106,0.007775529611485846,0.0,0.07621065814383884
V198,numeric,0.7635474876102099,22,0.7635474876102099,False,False,False,0.11408404181932452,0.11408404181932452,0.11408404181932452,0.1161146245070952,0.0020305826877706767,True,0.04003822199442553,0.0,0.16492448393627182,0.006126867189104266,0.0,0.07605583388434321
V166,numeric,0.8614036870209187,938,0.8614036870209187,False,False,False,0.09985153647511669,0.09985153647511669,0.09985153647511669,0.11666863798435889,0.016817101509242205,True,0.24052168778297026,0.0,0.14434940120269266,0.036805941016827236,0.0,0.07531674467071489
M5,boolean,0.5938045404770774,2,0.5938045404770774,False,False,False,0.09236552182812319,0.09236552182812319,0.09236552182812319,0.08497653856392096,0.007388983264202231,True,0.30175189504792455,0.0,0.1335273170381952,0.04617572142131008,0.0,0.07514044767501603
V216,numeric,0.7638590668427767,2133,0.7638590668427767,False,False,False,0.10667620839084058,0.10667620839084058,0.10667620839084058,0.11436543898762674,0.007689230596786167,True,0.12773909246705611,0.0,0.1542154216888679,0.019547332908822178,0.0,0.0750851216885604
id_32,categorical,0.8687912757814882,4,0.8687912757814882,False,False,False,0.041668674907441305,0.041668674907441305,0.041668674907441305,0.03758878591289716,0.004079888994544145,True,0.8924838696884773,0.0,0.060237914048500756,0.13657275137643377,0.0,0.07429554095439553
V252,numeric,0.7793838407784965,24,0.7793838407784965,False,False,False,0.10633678256875068,0.10633678256875068,0.10633678256875068,0.11813773553921925,0.01180095297046857,True,0.12850911104699134,0.0,0.1537247340549964,0.01966516535335637,0.0,0.07428879525285283
V185,numeric,0.7635474876102099,30,0.7635474876102099,False,False,False,0.1127539243811424,0.1127539243811424,0.1127539243811424,0.11958035615326912,0.006826431772126718,True,0.03197086007538521,0.0,0.1630016126164229,0.004892355450514098,0.0,0.07403908531925123
V82,numeric,0.15075016086971246,8,0.6814305550851762,False,False,False,0.09613442362007207,0.09613442362007207,0.09613442362007207,0.10847630401323238,0.01234188039316031,True,0.23694607717219499,0.0,0.13897579320656298,0.03625878157165452,0.0,0.07337839843405837
V191,numeric,0.7638590668427767,22,0.7638590668427767,False,False,False,0.10387832893909121,0.10387832893909121,0.10387832893909121,0.11374293915152345,0.009864610212432234,True,0.09736821336170123,0.0,0.1501706945093519,0.014899815276276993,0.0,0.07131205634404048
id_02,numeric,0.7617750984974204,90655,0.7617750984974204,False,False,False,0.10541061231926707,0.10541061231926707,0.10541061231926707,0.1228974703530119,0.017486858033744834,True,0.08106260128182458,0.0,0.15238582505425186,0.012404641547923926,0.0,0.07029221711112499
V197,numeric,0.7635474876102099,15,0.7635474876102099,False,False,False,0.10515412813683245,0.10515412813683245,0.10515412813683245,0.10707872502512705,0.0019245968882946052,True,0.03419421014789053,0.0,0.15201504119393913,0.005232584609816478,0.0,0.06994948361746418
V165,numeric,0.8614036870209187,2169,0.8614036870209187,False,False,False,0.0881296645999825,0.0881296645999825,0.0881296645999825,0.11204711780173904,0.023917453201756533,True,0.2968385819612752,0.0,0.12740379129140234,0.04542385944440762,0.0,0.06964243890641024
V144,numeric,0.8614036870209187,63,0.8614036870209187,False,False,False,0.09627363102751563,0.09627363102751563,0.09627363102751563,0.10980043254579885,0.013526801518283227,True,0.16650357911428698,0.0,0.13917703703932527,0.02547928616524942,0.0,0.06951839659779119
V260,numeric,0.7793838407784965,9,0.7793838407784965,False,False,False,0.10422438708229742,0.10422438708229742,0.10422438708229742,0.11503889050976968,0.010814503427472255,True,0.056394842758817475,0.0,0.1506709700936498,0.00862984654467923,0.0,0.06920020731865931
V159,numeric,0.8614036870209187,5446,0.8614036870209187,False,False,False,-0.10249998968373208,0.10249998968373208,-0.10249998968373208,-0.0986526450176165,0.003847344666115582,True,0.042572485115533014,0.0,0.1481781117891567,0.006514673959530592,0.0,0.06838318449103889
V24,numeric,0.12854223817748728,13,0.827414456824827,False,False,False,0.09412387623565288,0.09412387623565288,0.09412387623565288,0.09430514075588081,0.0001812645202279306,True,0.12711861209364195,0.0,0.13606926496197383,0.019452383616571298,0.0,0.06801231382065398
card4,categorical,0.0026687438615504455,4,0.6515121752971856,False,False,False,0.015823253411000993,0.015823253411000993,0.015823253411000993,0.031739295285887925,0.015916041874886933,True,1.1117663948438734,0.0,0.022874732183271473,0.17012855984129474,0.0,0.06745121914569227
V61,numeric,0.13023560357187208,7,0.6844763549745431,False,False,False,0.09940792683092647,0.09940792683092647,0.09940792683092647,0.10744505666877657,0.008037129837850099,True,0.06654783381376543,0.0,0.14370810124109862,0.01018351263341041,0.0,0.06702730550451051
id_24,categorical,0.9920231200821846,12,0.9920231200821846,False,False,False,0.012702773054873218,0.012702773054873218,0.012702773054873218,0.01001127108424038,0.002691501970632837,True,1.0875035929414456,0.0,0.018363640148307544,0.16641573350968544,0.0,0.06610541949953336
V214,numeric,0.7638590668427767,1919,0.7638590668427767,False,False,False,0.0938223109100993,0.0938223109100993,0.0938223109100993,0.09857271355755559,0.004750402647456298,True,0.08683436046751868,0.0,0.13563330998617829,0.013287867630819511,0.0,0.06497318276744861
id_34,categorical,0.868425508856301,4,0.868425508856301,False,False,False,0.04116652120893938,0.04116652120893938,0.04116652120893938,0.03827488445999383,0.0028916367489455475,True,0.7010615754796189,0.0,0.05951198044497995,0.10728026746407102,0.0,0.063894739300324
D14,numeric,0.8945010781093011,781,0.8945010781093011,False,False,False,0.098125527326141,0.098125527326141,0.098125527326141,0.10188615592119099,0.0037606285950499974,True,0.008449160215713104,0.0,0.14185421288691646,0.0012929365971432294,0.0,0.06372282931885505
id_06,numeric,0.7686320994344159,99,0.7686320994344159,False,False,False,-0.10021959602598163,0.10021959602598163,-0.10021959602598163,-0.11037511061328253,0.010155514587300907,True,0.0007211052798133376,0.0,0.14488148290769,0.00011034746446516328,0.0,0.06371196173292817
V23,numeric,0.12854223817748728,13,0.8449306284643434,False,False,False,0.09202202684719851,0.09202202684719851,0.09202202684719851,0.09732622569066329,0.00530419884346478,True,0.07997232373139596,0.0,0.13303074686448574,0.012237801328304081,0.0,0.06335143672740529
V181,numeric,0.7638590668427767,24,0.7638590668427767,False,False,False,0.09475349941734224,0.09475349941734224,0.09475349941734224,0.09956574846821242,0.004812249050870188,True,0.04356463212147899,0.0,0.1369794735823774,0.006666497707806546,0.0,0.06325219995217159
V196,numeric,0.7638590668427767,39,0.7638590668427767,False,False,False,0.09016452764890359,0.09016452764890359,0.09016452764890359,0.09776409225931681,0.007599564610413223,True,0.05777207435473395,0.0,0.1303454712395566,0.00884059803803958,0.0,0.060609736679552335
M2,boolean,0.4582314491821045,2,0.48413768189566614,False,False,False,-0.08165048559087462,0.08165048559087462,-0.08165048559087462,-0.08292951764015877,0.0012790320492841456,True,0.1355603934891119,0.0,0.11803722926075347,0.02074419106638005,0.0,0.06018536523317945
M6,boolean,0.2862058454973414,2,0.3855973628656258,False,False,False,-0.08258167748607403,0.08258167748607403,-0.08258167748607403,-0.07867615699566977,0.0039055204904042684,True,0.13112266167585335,0.0,0.11938339775471883,0.020065105130833674,0.0,0.060159487711854615
M9,boolean,0.5853851277361962,2,0.5853851277361962,False,False,False,-0.08177384781305252,0.08177384781305252,-0.08177384781305252,-0.09126513921651203,0.0094912914034595,True,0.147978341850011,0.0,0.11821556665576041,0.022644453280295962,0.0,0.05969886993267685
V290,numeric,2.2578205258464003e-05,52,0.9346090019304365,False,False,False,0.08906626905625514,0.08906626905625514,0.08906626905625514,0.08474814093984429,0.004318128116410858,True,0.02265212143286214,0.0,0.12875778440156765,0.0034663512178420824,0.0,0.05850650668948854
id_22,categorical,0.991284812770233,22,0.991284812770233,False,False,False,0.013161324250398954,0.013161324250398954,0.013161324250398954,0.010708919983834608,0.0024524042665643453,True,0.9139841296898238,0.0,0.01902654021806675,0.13986283847315353,0.0,0.057146075923749116
V55,numeric,0.13023560357187208,18,0.8284959528567074,False,False,False,0.08589756280179439,0.08589756280179439,0.08589756280179439,0.07332620216512309,0.012571360636671303,True,0.05860053684410547,0.0,0.12417697506637407,0.008967373888481707,0.0,0.057132515545336236
dist1,numeric,0.5960352671566137,2539,0.5960352671566137,False,False,False,0.08544001984825322,0.08544001984825322,0.08544001984825322,0.08678068978171538,0.0013406699334621575,True,0.026453096646101994,0.0,0.1235155325518201,0.0040479971841349965,0.0,0.05679768817274697
V67,numeric,0.13023560357187208,9,0.8241564218060307,False,False,False,0.0821195795892955,0.0821195795892955,0.0821195795892955,0.07880209877595501,0.00331748081334049,True,0.04295712456321289,0.0,0.11871537043083656,0.006573533586512858,0.0,0.05522503132715489
V46,numeric,0.28594393831634324,7,0.6981993881306375,False,False,False,0.08373687514875106,0.08373687514875106,0.08373687514875106,0.07860312444613693,0.005133750702614126,True,0.014205184312778391,0.0,0.12105339800473736,0.002173754810921876,0.0,0.05446478068056235
V281,numeric,0.002090741806933767,19,0.9503347218929568,False,False,False,0.08268130112036398,0.08268130112036398,0.08268130112036398,0.07578265850169918,0.0068986426186647964,True,0.03153579203295978,0.0,0.11952741769134718,0.004825778964811629,0.0,0.054441564205990584
D12,numeric,0.8906334315485263,631,0.8906334315485263,False,False,False,0.08201910585625116,0.08201910585625116,0.08201910585625116,0.09207134843270515,0.010052242576453985,True,0.03720486319566089,0.0,0.11857012155722345,0.005693291166134817,0.0,0.053841370222429644
V315,numeric,0.002090741806933767,6208,0.8246328219369843,False,False,False,0.07218670591945342,0.07218670591945342,0.07218670591945342,0.07238989997145628,0.0002031940520028641,True,0.1251399080367513,0.0,0.10435600835110527,0.019149591525434013,0.0,0.053632081684098845
V125,numeric,0.0005170409004188257,14,0.9578645533466544,False,False,False,0.08004784318175595,0.08004784318175595,0.08004784318175595,0.08355098779583714,0.0035031446140811884,True,0.03302585986138509,0.0,0.11572038487092305,0.005053797274135904,0.0,0.05331753054575076
V227,numeric,0.7608426186202458,41,0.7608426186202458,False,False,False,0.05872012677143168,0.05872012677143168,0.05872012677143168,0.06327561036205132,0.004555483590619636,True,0.2888413317414428,0.0,0.08488817936331569,0.044200076580578895,0.0,0.05298638497810173
V20,numeric,0.12854223817748728,14,0.6809067407231799,False,False,False,0.07666163365689282,0.07666163365689282,0.07666163365689282,0.08857410550608291,0.011912471849190087,True,0.09083092935446863,0.0,0.11082514405124216,0.013899444408276259,0.0,0.052949249588577156
V3,numeric,0.4720944672108014,10,0.49285512694595907,False,False,False,0.0764018294639941,0.0764018294639941,0.0764018294639941,0.0776935146515243,0.0012916851875302005,True,0.054467388582594575,0.0,0.11044956065013721,0.008334896989915129,0.0,0.052425763460902504
V312,numeric,2.2578205258464003e-05,7109,0.7905419898172295,False,False,False,0.07749456350962602,0.07749456350962602,0.07749456350962602,0.07887345081966268,0.0013788873100366583,True,0.03725128072280362,0.0,0.11202926098053796,0.0057003942294049535,0.0,0.052201472325028316
V123,numeric,0.0005170409004188257,14,0.973423194590262,False,False,False,0.08022323673394127,0.08022323673394127,0.08022323673394127,0.0850627374599573,0.004839500726016022,True,0.004419991461978259,0.0,0.11597394085139687,0.0006763712101972463,0.0,0.05169907819779523
V313,numeric,0.002090741806933767,4945,0.8289949311929194,False,False,False,0.06835859071354311,0.06835859071354311,0.06835859071354311,0.06772297632927349,0.0006356143842696227,True,0.12325186042502098,0.0,0.09882193088755235,0.01886067217818159,0.0,0.050975762004121676
V127,numeric,0.0005170409004188257,20489,0.6204671430667976,False,False,False,0.05745520434926932,0.05745520434926932,0.05745520434926932,0.07224726385316038,0.014792059503891064,True,0.28515298866351674,0.0,0.08305955658340985,0.043635666198183515,0.0,0.050430474706315
V272,numeric,0.7608426186202458,2219,0.7608426186202458,False,False,False,0.058994076784392835,0.058994076784392835,0.058994076784392835,0.06422665704765707,0.00523258026326423,True,0.23786069649582114,0.0,0.08528421253142089,0.0363987416109696,0.0,0.05033256816348913
V162,numeric,0.8614149761235479,166,0.8614149761235479,False,False,False,0.07307998628490608,0.07307998628490608,0.07307998628490608,0.08684264277678344,0.013762656491877356,True,0.09044855120368613,0.0,0.10564737041133103,0.013840930817283485,0.0,0.05032124399736658
V99,numeric,0.0005170409004188257,89,0.6835777424052563,False,False,False,-0.07820315701764424,0.07820315701764424,-0.07820315701764424,-0.07076905919592291,0.0074340978217213305,True,0.007120082644089351,0.0,0.11305363228406852,0.0010895538953217124,0.0,0.05014036371793523
V130,numeric,0.0005170409004188257,10742,0.6835777424052563,False,False,False,-0.06707722365347835,0.06707722365347835,-0.06707722365347835,-0.05899457528286578,0.008082648370612566,True,0.10999348630746722,0.0,0.09696953507702522,0.016831803429389017,0.0,0.04831502472935562
V287,numeric,2.2578205258464003e-05,32,0.7905419898172295,False,False,False,0.07189988664509506,0.07189988664509506,0.07189988664509506,0.0736444780831953,0.0017445914381002403,True,0.033356172249725,0.0,0.10394137086060118,0.005104343478074635,0.0,0.048298448388881615
V268,numeric,0.7793838407784965,2445,0.7793838407784965,False,False,False,0.043354473352466005,0.043354473352466005,0.043354473352466005,0.052969772433654194,0.009615299081188189,True,0.3928149126956382,0.0,0.06267497215174174,0.06011068124655605,0.0,0.04780018104240017
V163,numeric,0.8614149761235479,102,0.8614149761235479,False,False,False,0.06759154342937412,0.06759154342937412,0.06759154342937412,0.07931827055265783,0.011726727123283709,True,0.09246313472291985,0.0,0.09771305645183911,0.01414921337951669,0.0,0.04716409101766588
V141,numeric,0.8614149761235479,6,0.8614149761235479,False,False,False,0.06518348388247741,0.06518348388247741,0.06518348388247741,0.0792210837157643,0.014037599833286896,True,0.12568824016919725,0.0,0.09423186862112816,0.019233500300191355,0.0,0.04703042600958161
M8,boolean,0.5853851277361962,2,0.5853851277361962,False,False,False,-0.068789090261269,0.068789090261269,-0.068789090261269,-0.05753400316873425,0.011255087092534755,True,0.06272838473470244,0.0,0.09944427836587832,0.009599039695370761,0.0,0.046421326094144795
V330,numeric,0.8607376299657941,52,0.8607376299657941,False,False,False,0.047627579825145316,0.047627579825145316,0.047627579825145316,0.06298488952948,0.015357309704334687,True,0.3260643056816367,0.0,0.06885234690611342,0.049896139151659344,0.0,0.0461436083551816
V151,numeric,0.8614036870209187,55,0.8614036870209187,False,False,False,0.07162604095493741,0.07162604095493741,0.07162604095493741,0.08093187299913351,0.009305832044196105,True,0.009368834113836816,0.0,0.10354548850574082,0.001433670115027073,0.0,0.04570137956121343
V142,numeric,0.8614149761235479,10,0.8614149761235479,False,False,False,0.06689058647539792,0.06689058647539792,0.06689058647539792,0.07857188013690819,0.011681293661510272,True,0.0721840917070033,0.0,0.09669972485828328,0.011046003569202137,0.0,0.045628783386221686
V124,numeric,0.0005170409004188257,14,0.924841670335625,False,False,False,0.06706860166606066,0.06706860166606066,0.06706860166606066,0.07185579245212814,0.004787190786067486,True,0.043434626359505346,0.0,0.09695707078488855,0.0066466035167622554,0.0,0.045238914466156514
V289,numeric,0.002090741806933767,13,0.8246328219369843,False,False,False,0.06865298528036345,0.06865298528036345,0.06865298528036345,0.06907293151593397,0.0004199462355705119,True,0.0038322999516338403,0.0,0.09924751952582467,0.0005864394486783238,0.0,0.044803645658322934
V285,numeric,2.2578205258464003e-05,96,0.6005463925672548,False,False,False,-0.05146172758190448,0.05146172758190448,-0.05146172758190448,-0.051215558035879405,0.0002461695460250768,True,0.20020369965300816,0.0,0.07439514526804704,0.03063626248718242,0.0,0.04416358180923125
V270,numeric,0.7608426186202458,2082,0.7608426186202458,False,False,False,0.05557107964802044,0.05557107964802044,0.05557107964802044,0.06079790187976086,0.0052268222317404245,True,0.16126560286685518,0.0,0.08033579005945403,0.0246777424600328,0.0,0.04400429205300473
V271,numeric,0.7608426186202458,2439,0.7608426186202458,False,False,False,0.060489616839661364,0.060489616839661364,0.060489616839661364,0.06733351862326886,0.006843901783607498,True,0.1002084182665614,0.0,0.08744622544652964,0.015334438927755411,0.0,0.04369126980811161
V288,numeric,0.002090741806933767,10,0.8289949311929194,False,False,False,0.06384324974411393,0.06384324974411393,0.06384324974411393,0.062254032600165266,0.0015892171439486624,True,0.04329908972169077,0.0,0.09229437219219351,0.00662586296091881,0.0,0.04361313695121637
V19,numeric,0.12854223817748728,8,0.6871541301181969,False,False,False,0.06361071535238061,0.06361071535238061,0.06361071535238061,0.07389995933268811,0.010289243980307505,True,0.06776918628945004,0.0,0.0919582111135495,0.010370410653273657,0.0,0.04346745213269693
V267,numeric,0.7793838407784965,3169,0.7793838407784965,False,False,False,0.05919967460264597,0.05919967460264597,0.05919967460264597,0.06239863516524746,0.003198960562601494,True,0.09655456762434159,0.0,0.08558143301496164,0.014775306766071982,0.0,0.043203158140467705
V161,numeric,0.8614149761235479,75,0.8614149761235479,False,False,False,0.06566347363792269,0.06566347363792269,0.06566347363792269,0.0797966813193649,0.014133207681442217,True,0.04715340700021498,0.0,0.09492576113623451,0.0072156716210904715,0.0,0.043122096426470864
V96,numeric,0.0005170409004188257,1109,0.6204671430667976,False,False,False,0.056307264159544124,0.056307264159544124,0.056307264159544124,0.06961668570406832,0.013309421544524191,True,0.15113947267682118,0.0,0.0814000480284801,0.023128186767410998,0.0,0.042728473749731266
V5,numeric,0.4720944672108014,7,0.4720944672108014,False,False,False,0.06948330258891522,0.06948330258891522,0.06948330258891522,0.09937775559526063,0.02989445300634541,True,0.03695410776002361,0.0,0.1004478596560694,0.00565491920118319,0.0,0.042696590614693525
V226,numeric,0.7793838407784965,80,0.7793838407784965,False,False,False,0.039316941933022154,0.039316941933022154,0.039316941933022154,0.03160475699277199,0.007712184940250166,True,0.3303156528664105,0.0,0.05683815417870016,0.05054670349438935,0.0,0.042111687862413816
V314,numeric,0.002090741806933767,10027,0.8013930752644473,False,False,False,0.062011745660727424,0.062011745660727424,0.062011745660727424,0.06108600606864223,0.0009257395920851952,True,0.018193178040046776,0.0,0.0896466761519527,0.0027840193706557275,0.0,0.04117655010929544
V338,numeric,0.8607376299657941,328,0.8607376299657941,False,False,False,0.057823239050779796,0.057823239050779796,0.057823239050779796,0.08328405922070026,0.02546082016992046,True,0.13134014164714203,0.0,0.08359160236517996,0.020098385102670622,0.0,0.04083153282477763
V224,numeric,0.7793838407784965,74,0.7793838407784965,False,False,False,0.05902302871740117,0.05902302871740117,0.05902302871740117,0.06048082763766449,0.0014577989202633201,True,0.02605342097773854,0.0,0.08532606661139748,0.0039868366326219875,0.0,0.03957345295850706
V309,numeric,2.2578205258464003e-05,3717,0.9238753231505628,False,False,False,0.05520243869329744,0.05520243869329744,0.05520243869329744,0.053101699603405494,0.0021007390898919454,True,0.06310062710194148,0.0,0.07980286785363183,0.009656002253462099,0.0,0.038975780459362265
V160,numeric,0.8614036870209187,7549,0.8614036870209187,False,False,False,-0.05980185780324743,0.05980185780324743,-0.05980185780324743,-0.036961281357621556,0.02284057644562587,True,0.062072395717029716,0.0,0.08645197329395678,0.009498656676630536,0.0,0.038801831352257364
